Course ID,Course Name,Department,Credit Hours,Type
AFR 331C,Expressive Arts of Global Africa,AFR,3,In-Residence
AFR 331D,Drugs in African American Popular Culture,AFR,3,In-Residence
AFR 331E,Black Cops in African American Popular Culture,AFR,3,In-Residence
AFR 331F,Black Horror and Psychoanalysis,AFR,3,In-Residence
AFR 331G,Contemporary African Writing in English,AFR,3,In-Residence
AFR 335C,Africana Women's Art,AFR,3,In-Residence
AFR 335D,Visual Cultures of Africa,AFR,3,In-Residence
AFR 335E,Introduction to African Art,AFR,3,In-Residence
AFR 335F,Visual Arts of the Caribbean,AFR,3,In-Residence
AFR 335G,Diaspora Visions,AFR,3,In-Residence
AFR 335I,Contemporary British Artists of the African Diaspora,AFR,3,In-Residence
AFR 335J,Contemporary Artists of the African Diaspora,AFR,3,In-Residence
AFR 335K,Twentieth-Century African American Art,AFR,3,In-Residence
AFR 335M,Art of the Harlem Renaissance,AFR,3,In-Residence
AFR 335N,"Black Art, Brown Art",AFR,3,In-Residence
AFR 335Q,Blackness in the Contemporary Art Museum,AFR,3,In-Residence
AFR 338C,Black Perspectives in Jazz,AFR,3,In-Residence
AFR 338D,Music of Latin America,AFR,3,In-Residence
AFR 338E,The Music of the African Diaspora,AFR,3,In-Residence
AFR 338F,Music of Mexico and the Caribbean,AFR,3,In-Residence
AFR 340,Contemporary African Popular Culture,AFR,3,In-Residence
AFR 340C,Mandela: The Man and His Politics,AFR,3,In-Residence
AFR 340D,Apartheid: South African History,AFR,3,In-Residence
AFR 340E,African Women's History,AFR,3,In-Residence
AFR 340F,African History in Films and Photographs,AFR,3,In-Residence
AFR 340G,Ancient Egypt,AFR,3,In-Residence
AFR 340I,Modern Egypt in Film and Fiction,AFR,3,In-Residence
AFR 340J,African Travel Narratives,AFR,3,In-Residence
AFR 340K,Medicine in African History,AFR,3,In-Residence
AFR 340L,Historical Imagining of Africa in Films,AFR,3,In-Residence
AFR 340M,Geographies of International Development in Africa,AFR,3,In-Residence
AFR 340N,African Queer Studies,AFR,3,In-Residence
AFR 340O,History of Southern Africa,AFR,3,In-Residence
AFR 340P,Egyptian Hieroglyphics in Cultural Context,AFR,3,In-Residence
AFR 340Q,Daily Life in Ancient Egypt,AFR,3,In-Residence
AFR 340R,Archaeology of African Thought,AFR,3,In-Residence
AFR 340S,Gender in North and West Africa,AFR,3,In-Residence
AFR 340T,African Religious Culture and Creativity,AFR,3,In-Residence
AFR 340U,Africa and Rome,AFR,3,In-Residence
AFR 340V,Sociology of Africa,AFR,3,In-Residence
AFR 340W,Coloniality in West Africa,AFR,3,In-Residence
AFR 341,African Cities Since 1500,AFR,3,In-Residence
AFR 341C,Fashion in Africa,AFR,3,In-Residence
AFR 345,History of East Africa,AFR,3,In-Residence
AFR 345C,History of West Africa,AFR,3,In-Residence
AFR 345D,Afro-Luso-Brazilian Worlds,AFR,3,In-Residence
AFR 345E,Afro-Latin America,AFR,3,In-Residence
AFR 345F,Sex and Power in the African Diaspora,AFR,3,In-Residence
AFR 345G,Religions of the Caribbean,AFR,3,In-Residence
AFR 345I,Nationalisms in the Caribbean,AFR,3,In-Residence
AFR 345J,"Race, Rebellion and Revolution in the Caribbean",AFR,3,In-Residence
AFR 345K,Race Against Empire: Americas,AFR,3,In-Residence
AFR 345L,The Politics of Race and Violence in Brazil,AFR,3,In-Residence
AFR 345M,"Reimagining Cuba, 1868-Present",AFR,3,In-Residence
AFR 345N,Afro-Caribbean Diasporas,AFR,3,In-Residence
AFR 345O,Debt and Colonialism in the Caribbean,AFR,3,In-Residence
AFR 345P,African Religion in the New World,AFR,3,In-Residence
AFR 345Q,Mediascapes: Literature and Media in the Caribbean,AFR,3,In-Residence
AFR 345R,Racism and Inequality in Latin America,AFR,3,In-Residence
AFR 345S,"Afro-Latinos: Memory, Literature, Culture",AFR,3,In-Residence
AFR 345T,Afro-Latinidades in the United States and Latin America,AFR,3,In-Residence
AFR 345U,Race Politics and Caribbeans,AFR,3,In-Residence
AFR 345V,Literature of AIDS in Africa,AFR,3,In-Residence
AFR 345W,Global Black Feminisms,AFR,3,In-Residence
AFR 346C,Cuba in Question,AFR,3,In-Residence
AFR 350,Measuring Racial Inequality,AFR,3,In-Residence
AFR 350C,Black Middle Class,AFR,3,In-Residence
AFR 350D,Politics of Black Life,AFR,3,In-Residence
AFR 350E,"Race, Empire, And Modernity",AFR,3,In-Residence
AFR 350F,Black Women on Trial,AFR,3,In-Residence
AFR 350G,"Women, Gender, and Black Power",AFR,3,In-Residence
AFR 350J,HIV and AIDS Activism and the Healing Arts,AFR,3,In-Residence
AFR 350K,Puerto Rico In Crisis,AFR,3,In-Residence
AFR 350L,Race And Place,AFR,3,In-Residence
AFR 350M,Rethinking Blackness,AFR,3,In-Residence
AFR 350N,Barack Obama and American Democracy,AFR,3,In-Residence
AFR 350P,Urban Slavery in the Americas,AFR,3,In-Residence
AFR 350Q,African-American Politics,AFR,3,In-Residence
AFR 350R,Global History of Disease,AFR,3,In-Residence
AFR 350S,The Black Church in African American Politics,AFR,3,In-Residence
AFR 350T,Domestic Slave Trade,AFR,3,In-Residence
AFR 350U,The Civil Rights Movement from a Comparative Perspective,AFR,3,In-Residence
AFR 350V,Gender and Slavery in the United States,AFR,3,In-Residence
AFR 350W,Property in American Culture,AFR,3,In-Residence
AFR 351,The Global City,AFR,3,In-Residence
AFR 351C,Women and Social Movements in the Twentieth-Century United States,AFR,3,In-Residence
AFR 351D,The Tragicomedy of American Democracy,AFR,3,In-Residence
AFR 351E,History of Black Entrepreneurship in the United States,AFR,3,In-Residence
AFR 351F,Black Americans and the South,AFR,3,In-Residence
AFR 351G,Black Women in America,AFR,3,In-Residence
AFR 351J,Texas Black History,AFR,3,In-Residence
AFR 351K,Antebellum Slavery,AFR,3,In-Residence
AFR 351L,The United States in the Civil Rights Era,AFR,3,In-Residence
AFR 351M,African American Social and Political Thought,AFR,3,In-Residence
AFR 351N,Black Political Thought,AFR,3,In-Residence
AFR 351O,Slavery across Genres,AFR,3,In-Residence
AFR 351P,Atlantic Slavery: History and Memory,AFR,3,In-Residence
AFR 351Q,Slavery and Its Legacies,AFR,3,In-Residence
AFR 351R,African American Family in Historical and Contemporary Contexts,AFR,3,In-Residence
AFR 351S,"Science, Magic, and Religion",AFR,3,In-Residence
AFR 351T,Anthropology for Liberation,AFR,3,In-Residence
AFR 351U,"Race, Capitalism, and the Environment",AFR,3,In-Residence
AFR 351V,Black Slavery in the Atlantic,AFR,3,In-Residence
AFR 352C,Psychology of Race and Racism,AFR,3,In-Residence
AFR 352D,Psychology of the African American Experience,AFR,3,In-Residence
AFR 352E,African Americans in Sports,AFR,3,In-Residence
AFR 352F,Sociocultural Influences on Learning,AFR,3,In-Residence
AFR 352G,African American Religions,AFR,3,In-Residence
AFR 352J,Black Lives in the Archives,AFR,3,In-Residence
AFR 352K,African-American Women's Political Activism,AFR,3,In-Residence
AFR 352L,Africa and Indian Ocean World,AFR,3,In-Residence
AFR 352M,"Race, Gender, Sex, and Religion",AFR,3,In-Residence
AFR 352N,Technologies of United States Empire,AFR,3,In-Residence
AFR 352O,Queering Black Religions,AFR,3,In-Residence
AFR 352P,Food in the Racialized City,AFR,3,In-Residence
AFR 352Q,Black Geographies,AFR,3,In-Residence
AFR 356C,African American Theatre History: Precolonial West African Performance to 1950,AFR,3,In-Residence
AFR 356D,African American Theatre History: 1950 to Present,AFR,3,In-Residence
AFR 356E,Black Women and Dance,AFR,3,In-Residence
AFR 357C,African American History to 1860,AFR,3,In-Residence
AFR 357D,African American History since 1860,AFR,3,In-Residence
AFR 359N,History of Africa since 1800,AFR,3,In-Residence
AFR 360,"Race, Law, and United States Society",AFR,3,In-Residence
AFR 360C,Social Media for Social Impact,AFR,3,In-Residence
AFR 360D,"Race, Gender, and Surveillance",AFR,3,In-Residence
AFR 360E,Black Women and the State,AFR,3,In-Residence
AFR 360F,Urban Unrest,AFR,3,In-Residence
AFR 360G,Blacks and Asians: Race and Social Movements,AFR,3,In-Residence
AFR 360I,Black Freedom Movement,AFR,3,In-Residence
AFR 360J,Migration Crisis,AFR,3,In-Residence
AFR 360K,Race and Ethnicity Politics,AFR,3,In-Residence
AFR 360L,Race and United States Social Policy,AFR,3,In-Residence
AFR 360M,Abolition Medicine,AFR,3,In-Residence
AFR 360N,Displacement and Resistance,AFR,3,In-Residence
AFR 360P,Race and Migration: The Mediterranean,AFR,3,In-Residence
AFR 360Q,Black Women and Mass Incarceration,AFR,3,In-Residence
AFR 361K,Performing Race: African American Literary Performance,AFR,3,In-Residence
AFR 365C,African American Language,AFR,3,In-Residence
AFR 370,Topics in African and African Diaspora Studies,AFR,3,In-Residence
AFR 373,Independent Research,AFR,3,In-Residence
AFR 375,Community Internship,AFR,3,In-Residence
AFR 376,Senior Seminar,AFR,3,In-Residence
AFR 679H,Honors Tutorial Course,AFR,6,In-Residence
AFR 380,Introduction to Policy Research,AFR,3,In-Residence
AFR 380C,Marginalized Communities and Policy Development,AFR,3,In-Residence
AFR 380D,"Race, Ethnicity, and Gender Policies",AFR,3,In-Residence
AFR 382,Race and the Urban Crisis,AFR,3,In-Residence
AFR 385C,Topics in Black Studies Humanities,AFR,3,In-Residence
AFR 386C,Topics in Black Studies Social Sciences,AFR,3,In-Residence
AFR 387C,Topics in Black Studies Fine Arts and Expressive Culture,AFR,3,In-Residence
AFR 390,Black Studies Theory I,AFR,3,In-Residence
AFR 391,Black Studies Methods,AFR,3,In-Residence
AFR 195P,Special Subjects in Professionalization in African and African Diaspora Studies,AFR,1,In-Residence
AFR 395P,Special Subjects in Professionalization in African and African Diaspora Studies,AFR,3,In-Residence
AFR 395Q,Qualifying Examination Preparation,AFR,3,In-Residence
AFR 396,Conference Course in Black Studies,AFR,3,In-Residence
AFR 397R,Literature Review,AFR,3,In-Residence
AFR 698,Thesis,AFR,6,In-Residence
AFR 398R,Master's Report,AFR,3,In-Residence
AFR 398T,Supervised Teaching in African and African Diaspora Studies,AFR,3,In-Residence
AFR 399W,Dissertation,AFR,3,In-Residence
AFR 699W,Dissertation,AFR,6,In-Residence
AFR 999W,Dissertation,AFR,9,In-Residence
AFS 100,Leadership Laboratory,AFS,1,In-Residence
AFS 102K,The Foundations of the United States Air Force I,AFS,1,In-Residence
AFS 102L,The Foundations of the United States Air Force II,AFS,1,In-Residence
AFS 111K,The Evolution of USAF Air and Space Power I,AFS,1,In-Residence
AFS 111L,The Evolution of USAF Air and Space Power II,AFS,1,In-Residence
AFS 120L,Leadership Laboratory,AFS,1,In-Residence
AFS 321,Air Force Leadership Studies I,AFS,3,In-Residence
AFS 322,Air Force Leadership Studies II,AFS,3,In-Residence
AFS 333,Senior Air Force Studies I,AFS,3,In-Residence
AFS 335,Senior Air Force Studies II,AFS,3,In-Residence
AHC 310,Introductory Surveys in Premodern History,AHC,3,In-Residence
AHC 319D,The Ancient Mediterranean World,AHC,3,In-Residence
AHC 119S,Topics in Ancient History,AHC,1,In-Residence
AHC 219S,Topics in Ancient History,AHC,2,In-Residence
AHC 319S,Topics in Ancient History,AHC,3,In-Residence
AHC 419S,Topics in Ancient History,AHC,4,In-Residence
AHC 519S,Topics in Ancient History,AHC,5,In-Residence
AHC 619S,Topics in Ancient History,AHC,6,In-Residence
AHC 719S,Topics in Ancient History,AHC,7,In-Residence
AHC 819S,Topics in Ancient History,AHC,8,In-Residence
AHC 919S,Topics in Ancient History,AHC,9,In-Residence
AHC 325,Topics in Ancient History,AHC,3,In-Residence
AHC 129S,Topics in Ancient History,AHC,1,In-Residence
AHC 229S,Topics in Ancient History,AHC,2,In-Residence
AHC 329S,Topics in Ancient History,AHC,3,In-Residence
AHC 429S,Topics in Ancient History,AHC,4,In-Residence
AHC 529S,Topics in Ancient History,AHC,5,In-Residence
AHC 629S,Topics in Ancient History,AHC,6,In-Residence
AHC 729S,Topics in Ancient History,AHC,7,In-Residence
AHC 829S,Topics in Ancient History,AHC,8,In-Residence
AHC 929S,Topics in Ancient History,AHC,9,In-Residence
AHC 330,Topics in Premodern History,AHC,3,In-Residence
AHC 378,Undergraduate Seminar in Ancient History,AHC,3,In-Residence
AHC 679H,Honors Tutorial Course,AHC,6,In-Residence
AMS 310,Introduction to American Studies,AMS,3,In-Residence
AMS 310C,Jewish American Literature and Culture,AMS,3,In-Residence
AMS 311S,Introductory Seminar in American Studies,AMS,3,In-Residence
AMS 312C,Blackness and Comics,AMS,3,In-Residence
AMS 315,Topics in American Life,AMS,3,In-Residence
AMS 315C,Movies Go To War,AMS,3,In-Residence
AMS 315D,Anthropology of Race and Ethnicity: An Introduction,AMS,3,In-Residence
AMS 315F,Native American Literature and Culture,AMS,3,In-Residence
AMS 315G,Introduction to East Austin Ethnography,AMS,3,In-Residence
AMS 315J,Rights in Modern America,AMS,3,In-Residence
AMS 315K,The Revolution Will Be Dramatized,AMS,3,In-Residence
AMS 315L,Toni Morrison and August Wilson,AMS,3,In-Residence
AMS 315M,Performing Blackness,AMS,3,In-Residence
AMS 315N,Latina and Latino Media and Popular Culture,AMS,3,In-Residence
AMS 315O,Introduction to Native American Histories,AMS,3,In-Residence
AMS 315P,"Building America: Engineering, Society, and Culture, 1868-1980",AMS,3,In-Residence
AMS 315Q,American Jewish History,AMS,3,In-Residence
AMS 315R,"Race, Deportation, and Diaspora",AMS,3,In-Residence
AMS 319,Latinx Digital Worlds,AMS,3,In-Residence
AMS 119S,Topics in American Studies,AMS,1,In-Residence
AMS 219S,Topics in American Studies,AMS,2,In-Residence
AMS 319S,Topics in American Studies,AMS,3,In-Residence
AMS 419S,Topics in American Studies,AMS,4,In-Residence
AMS 519S,Topics in American Studies,AMS,5,In-Residence
AMS 619S,Topics in American Studies,AMS,6,In-Residence
AMS 719S,Topics in American Studies,AMS,7,In-Residence
AMS 819S,Topics in American Studies,AMS,8,In-Residence
AMS 919S,Topics in American Studies,AMS,9,In-Residence
AMS 320C,"Jews of the United States, Canada, and Latin America",AMS,3,In-Residence
AMS 321,Studies in American Societies,AMS,3,In-Residence
AMS 321E,African American History to 1860,AMS,3,In-Residence
AMS 321F,African American History since 1860,AMS,3,In-Residence
AMS 321G,Native Americans in Texas,AMS,3,In-Residence
AMS 321I,Central Europe Goes to Hollywood,AMS,3,In-Residence
AMS 321J,African American Social and Political Thought,AMS,3,In-Residence
AMS 321K,European Immigration to Texas in the Nineteenth Century,AMS,3,In-Residence
AMS 321L,German Scholars: US Exile,AMS,3,In-Residence
AMS 321M,Radical Chic: Revolutions from Europe,AMS,3,In-Residence
AMS 321N,Rethinking Blackness,AMS,3,In-Residence
AMS 321O,Debt and Colonialism in the Caribbean,AMS,3,In-Residence
AMS 321P,Race And Place,AMS,3,In-Residence
AMS 321Q,Writing for Black Performance,AMS,3,In-Residence
AMS 321R,Politics of Memory: Germany and the United States,AMS,3,In-Residence
AMS 321S,Cultural Heritage on Display,AMS,3,In-Residence
AMS 321T,Asian American Jurisprudence,AMS,3,In-Residence
AMS 321U,Native American Cultures of the Southwest,AMS,3,In-Residence
AMS 321V,Religion and Film,AMS,3,In-Residence
AMS 321W,Memories of War,AMS,3,In-Residence
AMS 322D,Mexican American Studies at UT,AMS,3,In-Residence
AMS 323C,American Dante,AMS,3,In-Residence
AMS 324C,Black Middle Class,AMS,3,In-Residence
AMS 324D,Black Freedom Movement,AMS,3,In-Residence
AMS 324E,The Global City,AMS,3,In-Residence
AMS 324F,Asian Americans in the South,AMS,3,In-Residence
AMS 324G,Policing Latinidad,AMS,3,In-Residence
AMS 324I,Chicana Feminisms,AMS,3,In-Residence
AMS 324J,Austin Jews in the Civil Rights Era,AMS,3,In-Residence
AMS 324L,Mapping Indigenous Austin,AMS,3,In-Residence
AMS 325C,Popular Music in the United States,AMS,3,In-Residence
AMS 325E,Music and Religious Identities in the US,AMS,3,In-Residence
AMS 325F,Painting in America to 1860,AMS,3,In-Residence
AMS 325G,"Painting in the United States, 1860-1913",AMS,3,In-Residence
AMS 325I,The Arts of Hip Hop,AMS,3,In-Residence
AMS 325M,Russia Through American Eyes,AMS,3,In-Residence
AMS 327C,Native American Religions,AMS,3,In-Residence
AMS 327D,United States Catholic History,AMS,3,In-Residence
AMS 327E,Evangelical Christianity,AMS,3,In-Residence
AMS 327F,Religion in the American South,AMS,3,In-Residence
AMS 327G,Religion in the American West,AMS,3,In-Residence
AMS 327I,Religion and Social Justice in United States,AMS,3,In-Residence
AMS 327J,Debating the Bible in the Twenty-First Century,AMS,3,In-Residence
AMS 327K,"Science, Magic, and Religion",AMS,3,In-Residence
AMS 329,Environmental History of North America,AMS,3,In-Residence
AMS 129S,Topics in American Studies,AMS,1,In-Residence
AMS 229S,Topics in American Studies,AMS,2,In-Residence
AMS 329S,Topics in American Studies,AMS,3,In-Residence
AMS 429S,Topics in American Studies,AMS,4,In-Residence
AMS 529S,Topics in American Studies,AMS,5,In-Residence
AMS 629S,Topics in American Studies,AMS,6,In-Residence
AMS 729S,Topics in American Studies,AMS,7,In-Residence
AMS 829S,Topics in American Studies,AMS,8,In-Residence
AMS 929S,Topics in American Studies,AMS,9,In-Residence
AMS 330,Modernism in American Design and Architecture,AMS,3,In-Residence
AMS 331C,Jewish Stereotypes in American Literature and Culture,AMS,3,In-Residence
AMS 331E,Black Cops in African American Popular Culture,AMS,3,In-Residence
AMS 333,Blackness in the Contemporary Art Museum,AMS,3,In-Residence
AMS 334,Drugs in African American Popular Culture,AMS,3,In-Residence
AMS 335,Queering Black Religions,AMS,3,In-Residence
AMS 337J,Latinx Sexualities,AMS,3,In-Residence
AMS 339M,"American Art, 1958-1985",AMS,3,In-Residence
AMS 341C,Americans in Paris,AMS,3,In-Residence
AMS 344F,Black Slavery in the Atlantic,AMS,3,In-Residence
AMS 345C,Eastern Europe on American TV,AMS,3,In-Residence
AMS 345F,Latinx Legend Tripping,AMS,3,In-Residence
AMS 346O,Religion and Food,AMS,3,In-Residence
AMS 347R,Race and Migration: The Mediterranean,AMS,3,In-Residence
AMS 355,Main Currents of American Culture to 1865,AMS,3,In-Residence
